"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022409","positive regulation of cell-cell adhesion","15/193","322/18870",1.19433780322322e-06,0.000264972372629379,0.000214082806231891,"CD6/CD74/CD44/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL10/DUSP10/IL15/IL7R/CD47",15
"GO:1903706","regulation of hemopoiesis","17/193","417/18870",1.43835567219349e-06,0.000277616468455472,0.000224298526043937,"CD74/NFKBIA/RIPK2/STAT1/CD80/INHBA/TNFAIP6/TNFSF9/ZFP36/IL15RA/IL10/DUSP10/BATF/H4C8/IL15/IL7R/IL27",17
"GO:0007159","leukocyte cell-cell adhesion","17/193","419/18870",1.5351249253192e-06,0.000277616468455472,0.000224298526043937,"CD6/CD74/CD44/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL10/SLC39A8/DUSP10/TNIP1/IL15/IL7R/CD47",17
"GO:0051251","positive regulation of lymphocyte activation","15/193","330/18870",1.62021599151466e-06,0.000277616468455472,0.000224298526043937,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL15RA/IL10/DUSP10/IL15/IL7R/CD47",15
"GO:0051607","defense response to virus","15/193","334/18870",1.88054475561931e-06,0.000277616468455472,0.000224298526043937,"IFIH1/STAT1/GBP1/TNFAIP3/RSAD2/DDX60/IFI44L/NLRC5/IFIT5/AIM2/IL15/DDX60L/MX2/PLSCR1/IL27",15
"GO:0140546","defense response to symbiont","15/193","335/18870",1.95122809002144e-06,0.000277616468455472,0.000224298526043937,"IFIH1/STAT1/GBP1/TNFAIP3/RSAD2/DDX60/IFI44L/NLRC5/IFIT5/AIM2/IL15/DDX60L/MX2/PLSCR1/IL27",15
"GO:0002696","positive regulation of leukocyte activation","16/193","380/18870",1.9582767730105e-06,0.000277616468455472,0.000224298526043937,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL15RA/IL10/DUSP10/IL15/IL7R/ADORA2B/CD47",16
"GO:0045619","regulation of lymphocyte differentiation","12/193","212/18870",1.96369208417735e-06,0.000277616468455472,0.000224298526043937,"CD74/RIPK2/CD80/INHBA/TNFSF9/IL15RA/IL10/DUSP10/BATF/IL15/IL7R/IL27",12
"GO:0050870","positive regulation of T cell activation","13/193","251/18870",1.96637550097243e-06,0.000277616468455472,0.000224298526043937,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/DUSP10/IL15/IL7R/CD47",13
"GO:0031349","positive regulation of defense response","18/193","480/18870",2.28607803533897e-06,0.00030871992946795,0.000249428376944994,"BIRC3/TNIP3/NFKBIA/RIPK2/CCL1/IFIH1/TNFAIP3/CCR7/RSAD2/DDX60/NLRC5/NLRP12/TNIP1/AIM2/IL15/ADORA2B/PLSCR1/CD47",18
"GO:0009615","response to virus","17/193","436/18870",2.6278575987344e-06,0.000329008747857357,0.000265820603548968,"ITGB8/IFIH1/STAT1/GBP1/TNFAIP3/RSAD2/DDX60/IFI44L/IFI44/NLRC5/IFIT5/AIM2/IL15/DDX60L/MX2/PLSCR1/IL27",17
"GO:0002697","regulation of immune effector process","16/193","389/18870",2.64817086169798e-06,0.000329008747857357,0.000265820603548968,"CD74/RIPK2/CD80/CXCL6/RSAD2/IL10/DDX60/DUSP10/BATF/KIT/NCF1/IL7R/ADORA2B/SERPINB9/CD47/IL27",16
"GO:0034612","response to tumor necrosis factor","13/193","259/18870",2.78107136706836e-06,0.000332231064081321,0.00026842405421421,"BIRC3/TRAF1/NFKBIA/CCL1/STAT1/GBP1/TNFAIP3/CD70/ZFP36/GCH1/AIM2/CXCL8/TNFRSF18",13
"GO:0050867","positive regulation of cell activation","16/193","396/18870",3.32816832628524e-06,0.000370379922414915,0.000299246190746995,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL15RA/IL10/DUSP10/IL15/IL7R/ADORA2B/CD47",16
"GO:0070661","leukocyte proliferation","15/193","350/18870",3.33890464507972e-06,0.000370379922414915,0.000299246190746995,"CD6/CD74/TNFRSF9/RIPK2/EBI3/TNFAIP3/CD80/TNFSF9/CD70/TNFSF14/IL10/KIT/IL15/IL7R/IL27",15
"GO:0030217","T cell differentiation","14/193","307/18870",3.50731418483905e-06,0.000375645443383106,0.000303500436176272,"CD74/TNFRSF9/RIPK2/CD80/TNFSF9/CCR7/RSAD2/DUSP10/BATF/KIT/IL15/IL7R/SOCS3/IL27",14
"GO:0070663","regulation of leukocyte proliferation","13/193","267/18870",3.88248221657248e-06,0.000401966325489137,0.000324766231730133,"CD6/CD74/TNFRSF9/RIPK2/EBI3/TNFAIP3/CD80/TNFSF9/CD70/IL10/KIT/IL15/IL27",13
"GO:0048872","homeostasis of number of cells","14/193","316/18870",4.89358767881525e-06,0.000490305913883876,0.000396139661334314,"CFLAR/CD74/SLC11A2/STAT1/TNFAIP3/INHBA/CXCL6/TNFSF14/CCR7/ZFP36/KIT/AIM2/IL7R/PDE4B",14
"GO:0071356","cellular response to tumor necrosis factor","12/193","238/18870",6.47194879594556e-06,0.000628183530006466,0.000507537037155731,"BIRC3/TRAF1/NFKBIA/CCL1/STAT1/GBP1/TNFAIP3/CD70/ZFP36/AIM2/CXCL8/TNFRSF18",12
"GO:0030595","leukocyte chemotaxis","12/193","240/18870",7.04654304146055e-06,0.00066322917232656,0.000535851949309153,"CD74/CXCL2/CCL1/DUSP1/TNFAIP6/CXCL6/TNFSF14/CCR7/IL10/KIT/CXCL8/PDE4B",12
"GO:0045621","positive regulation of lymphocyte differentiation","9/193","130/18870",7.71459017980427e-06,0.000704750502896238,0.000569398854137876,"CD74/RIPK2/CD80/TNFSF9/IL15RA/IL10/DUSP10/IL15/IL7R",9
"GO:0045088","regulation of innate immune response","16/193","425/18870",8.13262660642027e-06,0.000721712521129753,0.000583103212923487,"BIRC3/TNIP3/NFKBIA/RIPK2/IFIH1/TNFAIP3/RSAD2/DDX60/NLRC5/DUSP10/TNIP1/NCF1/AIM2/SERPINB9/PLSCR1/PTPN1",16
"GO:1903037","regulation of leukocyte cell-cell adhesion","15/193","382/18870",9.56967737434261e-06,0.000825650497908559,0.000667079264924935,"CD6/CD74/CD44/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL10/DUSP10/IL15/IL7R/CD47",15
"GO:0042098","T cell proliferation","11/193","213/18870",1.26429885978444e-05,0.00106132763742986,0.000857493166920656,"CD6/TNFRSF9/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/IL10/IL15/IL27",11
"GO:0030593","neutrophil chemotaxis","8/193","107/18870",1.42238349931023e-05,0.00108261832483499,0.000874694847462169,"CD74/CXCL2/CCL1/TNFAIP6/CXCL6/CCR7/CXCL8/PDE4B",8
"GO:0032635","interleukin-6 production","10/193","177/18870",1.45399238803007e-05,0.00108261832483499,0.000874694847462169,"CD74/RIPK2/IFIH1/TNFAIP3/IL10/IL36A/NLRP12/ADORA2B/CD47/MIR132",10
"GO:0032675","regulation of interleukin-6 production","10/193","177/18870",1.45399238803007e-05,0.00108261832483499,0.000874694847462169,"CD74/RIPK2/IFIH1/TNFAIP3/IL10/IL36A/NLRP12/ADORA2B/CD47/MIR132",10
"GO:0035335","peptidyl-tyrosine dephosphorylation","5/193","31/18870",1.45468350087669e-05,0.00108261832483499,0.000874694847462169,"DUSP1/DUSP5/PTPRF/DUSP10/PTPN1",5
"GO:0050900","leukocyte migration","15/193","396/18870",1.46393978245556e-05,0.00108261832483499,0.000874694847462169,"CD74/CXCL2/CCL1/DUSP1/TNFAIP6/CXCL6/TNFSF14/CCR7/IL10/NLRP12/KIT/CXCL8/PDE4B/TNFRSF18/CD47",15
"GO:0043124","negative regulation of I-kappaB kinase/NF-kappaB signaling","6/193","53/18870",1.63033331157111e-05,0.00117763145714881,0.00095146012601849,"TNIP3/STAT1/TNFAIP3/SLC39A8/NLRP12/TNIP1",6
"GO:0046651","lymphocyte proliferation","13/193","307/18870",1.73718808229692e-05,0.00122629685991232,0.000990779040238242,"CD6/CD74/TNFRSF9/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/IL10/IL15/IL7R/IL27",13
"GO:0042129","regulation of T cell proliferation","10/193","182/18870",1.85167418519252e-05,0.00125650977745573,0.00101518938199561,"CD6/TNFRSF9/RIPK2/EBI3/CD80/TNFSF9/CD70/IL10/IL15/IL27",10
"GO:0033209","tumor necrosis factor-mediated signaling pathway","8/193","111/18870",1.86089664401041e-05,0.00125650977745573,0.00101518938199561,"BIRC3/TRAF1/NFKBIA/STAT1/TNFAIP3/CD70/AIM2/TNFRSF18",8
"GO:0032943","mononuclear cell proliferation","13/193","314/18870",2.20112068770259e-05,0.00145461294808601,0.00117524562586405,"CD6/CD74/TNFRSF9/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/IL10/IL15/IL7R/IL27",13
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","11/193","231/18870",2.68728351810737e-05,0.00171740601241829,0.00138756767329963,"CD74/CD44/RIPK2/CD80/KIT/NCF1/IL15/SPINK1/SOCS3/TNFRSF18/PTPN1",11
"GO:0050729","positive regulation of inflammatory response","9/193","152/18870",2.70936557013833e-05,0.00171740601241829,0.00138756767329963,"NFKBIA/CCL1/CCR7/NLRP12/TNIP1/AIM2/IL15/ADORA2B/CD47",9
"GO:1902105","regulation of leukocyte differentiation","13/193","321/18870",2.77029466578603e-05,0.00172090704638628,0.00139039631225977,"CD74/RIPK2/CD80/INHBA/TNFAIP6/TNFSF9/IL15RA/IL10/DUSP10/BATF/IL15/IL7R/IL27",13
"GO:0072593","reactive oxygen species metabolic process","11/193","234/18870",3.02557533955738e-05,0.00180698074595897,0.00145993903086257,"CFLAR/GCH1/TXN/ADCY10/NCF1/HK2/NCF1C/IMMP2L/GPX3/NOX5/NCF1B",11
"GO:0032609","type II interferon production","8/193","119/18870",3.08338633405748e-05,0.00180698074595897,0.00145993903086257,"RIPK2/EBI3/INHBA/CCR7/IL10/PDE4B/CD47/IL27",8
"GO:0032649","regulation of type II interferon production","8/193","119/18870",3.08338633405748e-05,0.00180698074595897,0.00145993903086257,"RIPK2/EBI3/INHBA/CCR7/IL10/PDE4B/CD47/IL27",8
"GO:0050670","regulation of lymphocyte proliferation","11/193","238/18870",3.53343185360335e-05,0.00203237765505407,0.00164204708362386,"CD6/CD74/TNFRSF9/RIPK2/EBI3/CD80/TNFSF9/CD70/IL10/IL15/IL27",11
"GO:0045785","positive regulation of cell adhesion","16/193","482/18870",3.79219901536996e-05,0.00214155820758893,0.00173025884261091,"CD6/CD74/CD44/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL10/DUSP10/IL15/IL7R/TNFRSF18/CD47",16
"GO:0032944","regulation of mononuclear cell proliferation","11/193","242/18870",4.11319045395315e-05,0.0022413279912243,0.00181086722848094,"CD6/CD74/TNFRSF9/RIPK2/EBI3/CD80/TNFSF9/CD70/IL10/IL15/IL27",11
"GO:0097529","myeloid leukocyte migration","11/193","242/18870",4.11319045395315e-05,0.0022413279912243,0.00181086722848094,"CD74/CXCL2/CCL1/DUSP1/TNFAIP6/CXCL6/CCR7/KIT/CXCL8/PDE4B/CD47",11
"GO:0032623","interleukin-2 production","6/193","63/18870",4.43326090218721e-05,0.00229815954107209,0.00185678393124203,"RIPK2/GBP1/TNFAIP3/CD80/ZFP36/PDE4B",6
"GO:0032663","regulation of interleukin-2 production","6/193","63/18870",4.43326090218721e-05,0.00229815954107209,0.00185678393124203,"RIPK2/GBP1/TNFAIP3/CD80/ZFP36/PDE4B",6
"GO:0070371","ERK1 and ERK2 cascade","13/193","336/18870",4.4394582248656e-05,0.00229815954107209,0.00185678393124203,"CFLAR/CD74/CD44/RIPK2/CCL1/GBP1/INHBA/CCR7/DUSP5/NLRP12/DUSP10/TNIP1/PTPN1",13
"GO:0050728","negative regulation of inflammatory response","10/193","202/18870",4.51765326582271e-05,0.0023003001710894,0.00185851344015899,"IL10RA/TNFAIP3/TNFAIP6/ZFP36/IL10/SLC39A8/NLRP12/DUSP10/PLK2/SOCS3",10
"GO:0048525","negative regulation of viral process","7/193","93/18870",4.73595806317896e-05,0.00237256221681191,0.0019168971175923,"IFIH1/STAT1/ZFP36/RSAD2/TNIP1/IFIT5/PLSCR1",7
"GO:0022407","regulation of cell-cell adhesion","16/193","493/18870",4.96092050460166e-05,0.00244581255353853,0.00197607927869179,"CD6/CD74/CD44/RIPK2/EBI3/CD80/TNFSF9/CD70/TNFSF14/CCR7/IL10/IL1RN/DUSP10/IL15/IL7R/CD47",16
"GO:0070665","positive regulation of leukocyte proliferation","9/193","166/18870",5.40814389047438e-05,0.00262463983184585,0.00212056168337022,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/KIT/IL15",9
"GO:1990266","neutrophil migration","8/193","129/18870",5.49440055842373e-05,0.00262547817453294,0.00212123901721169,"CD74/CXCL2/CCL1/TNFAIP6/CXCL6/CCR7/CXCL8/PDE4B",8
"GO:0071621","granulocyte chemotaxis","8/193","130/18870",5.80410164304296e-05,0.00267163119632838,0.00215852806860977,"CD74/CXCL2/CCL1/TNFAIP6/CXCL6/CCR7/CXCL8/PDE4B",8
"GO:0002764","immune response-regulating signaling pathway","16/193","500/18870",5.86057026798643e-05,0.00267163119632838,0.00215852806860977,"BIRC3/TNIP3/NFKBIA/RIPK2/IFIH1/GBP1/TNFAIP3/CCR7/RSAD2/DDX60/TNIP1/KIT/AIM2/PDE4B/PLSCR1/CD47",16
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","9/193","168/18870",5.9350467658293e-05,0.00267163119632838,0.00215852806860977,"CD74/CD44/RIPK2/CD80/KIT/NCF1/IL15/TNFRSF18/PTPN1",9
"GO:0050792","regulation of viral process","9/193","168/18870",5.9350467658293e-05,0.00267163119632838,0.00215852806860977,"CD74/IFIH1/STAT1/ZFP36/RSAD2/TNIP1/IFIT5/CXCL8/PLSCR1",9
"GO:0007259","receptor signaling pathway via JAK-STAT","9/193","174/18870",7.78256284024577e-05,0.0034532343116862,0.00279001952047307,"IL10RA/STAT1/IL15RA/IL10/KIT/IL15/IL7R/SOCS3/TNFRSF18",9
"GO:0050691","regulation of defense response to virus by host","5/193","44/18870",8.34837810641041e-05,0.00365212146457898,0.00295070917801074,"STAT1/TNFAIP3/AIM2/IL15/IL27",5
"GO:0006801","superoxide metabolic process","6/193","72/18870",9.4468923364639e-05,0.00405943270123087,0.0032797937979918,"GCH1/NCF1/NCF1C/IMMP2L/NOX5/NCF1B",6
"GO:0070372","regulation of ERK1 and ERK2 cascade","12/193","313/18870",9.54084311622194e-05,0.00405943270123087,0.0032797937979918,"CFLAR/CD74/CD44/RIPK2/CCL1/GBP1/INHBA/CCR7/NLRP12/DUSP10/TNIP1/PTPN1",12
"GO:0042102","positive regulation of T cell proliferation","7/193","105/18870",0.000102646125471835,0.00430836305020972,0.00348091554942894,"CD6/RIPK2/EBI3/CD80/TNFSF9/CD70/IL15",7
"GO:0045580","regulation of T cell differentiation","9/193","181/18870",0.000105271525284359,0.00435964476710958,0.00352234829863735,"CD74/RIPK2/CD80/TNFSF9/DUSP10/BATF/IL15/IL7R/IL27",9
"GO:0002757","immune response-activating signaling pathway","15/193","473/18870",0.000110734636797842,0.00452554976176444,0.00365639022335257,"BIRC3/TNIP3/NFKBIA/RIPK2/IFIH1/GBP1/TNFAIP3/CCR7/RSAD2/DDX60/TNIP1/AIM2/PDE4B/PLSCR1/CD47",15
"GO:0034341","response to type II interferon","8/193","143/18870",0.000113433489054141,0.00457564177924885,0.00369686176220194,"CD74/CCL1/STAT1/KYNU/GBP1/GCH1/NLRC5/CD47",8
"GO:0002676","regulation of chronic inflammatory response","3/193","10/18870",0.000119897616343285,0.00473229672568386,0.00382343016708928,"TNFAIP3/IL10/ADORA2B",3
"GO:0031348","negative regulation of defense response","12/193","321/18870",0.000120973176978433,0.00473229672568386,0.00382343016708928,"IL10RA/TNFAIP3/TNFAIP6/ZFP36/IL10/SLC39A8/NLRC5/NLRP12/DUSP10/PLK2/SERPINB9/SOCS3",12
"GO:1902107","positive regulation of leukocyte differentiation","9/193","185/18870",0.000124308894960839,0.00473229672568386,0.00382343016708928,"CD74/RIPK2/CD80/TNFSF9/IL15RA/IL10/DUSP10/IL15/IL7R",9
"GO:1903708","positive regulation of hemopoiesis","9/193","185/18870",0.000124308894960839,0.00473229672568386,0.00382343016708928,"CD74/RIPK2/CD80/TNFSF9/IL15RA/IL10/DUSP10/IL15/IL7R",9
"GO:0050671","positive regulation of lymphocyte proliferation","8/193","145/18870",0.000124935071315543,0.00473229672568386,0.00382343016708928,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/IL15",8
"GO:0001776","leukocyte homeostasis","7/193","109/18870",0.000129845800641654,0.00485904887702383,0.00392583879175274,"CD74/TNFAIP3/CXCL6/TNFSF14/AIM2/IL7R/PDE4B",7
"GO:0018108","peptidyl-tyrosine phosphorylation","11/193","276/18870",0.000133148611673469,0.00492332842687851,0.00397777306052068,"CD74/CD44/RIPK2/CD80/KIT/NCF1/IL15/SPINK1/SOCS3/TNFRSF18/PTPN1",11
"GO:0060326","cell chemotaxis","12/193","325/18870",0.000135823594942604,0.00496315395166739,0.004009949849451,"CD74/CXCL2/CCL1/DUSP1/TNFAIP6/CXCL6/TNFSF14/CCR7/IL10/KIT/CXCL8/PDE4B",12
"GO:0097696","receptor signaling pathway via STAT","9/193","188/18870",0.000140407432305178,0.00502477310102467,0.00405973466392477,"IL10RA/STAT1/IL15RA/IL10/KIT/IL15/IL7R/SOCS3/TNFRSF18",9
"GO:0018212","peptidyl-tyrosine modification","11/193","278/18870",0.000141842033251986,0.00502477310102467,0.00405973466392477,"CD74/CD44/RIPK2/CD80/KIT/NCF1/IL15/SPINK1/SOCS3/TNFRSF18/PTPN1",11
"GO:0030099","myeloid cell differentiation","14/193","430/18870",0.000143213473327267,0.00502477310102467,0.00405973466392477,"CFLAR/CD74/NFKBIA/ITGB8/SLC11A2/STAT1/INHBA/TNFAIP6/CCR7/ZFP36/BATF/KIT/H4C8/IL15",14
"GO:0032946","positive regulation of mononuclear cell proliferation","8/193","148/18870",0.000143980942044815,0.00502477310102467,0.00405973466392477,"CD6/CD74/RIPK2/EBI3/CD80/TNFSF9/CD70/IL15",8
"GO:0006828","manganese ion transport","3/193","11/18870",0.000163618140779276,0.00553996420944854,0.00447598016583364,"SLC11A2/SLC41A2/SLC39A8",3
"GO:0045625","regulation of T-helper 1 cell differentiation","3/193","11/18870",0.000163618140779276,0.00553996420944854,0.00447598016583364,"RIPK2/CD80/IL27",3
"GO:0002221","pattern recognition receptor signaling pathway","10/193","236/18870",0.000164094239301116,0.00553996420944854,0.00447598016583364,"BIRC3/TNIP3/NFKBIA/RIPK2/IFIH1/TNFAIP3/RSAD2/DDX60/TNIP1/AIM2",10
"GO:0002437","inflammatory response to antigenic stimulus","6/193","80/18870",0.000169822225149707,0.00567169711091387,0.00458241295706736,"CD6/CCR7/IL10/IL1RN/IL36A/PLK2",6
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","7/193","114/18870",0.000171784153898235,0.00567618704263742,0.0045860405699148,"CD74/CD44/MDM2/IL10/RTKN2/PTPN1/MIR132",7
"GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","4/193","28/18870",0.000179199393235246,0.00585887700409131,0.0047336438057931,"BIRC3/NFKBIA/RIPK2/TNFAIP3",4
"GO:0002274","myeloid leukocyte activation","10/193","241/18870",0.000194465749376233,0.00629177726627687,0.005083402922291,"CD74/ITGB8/CXCL6/IL10/BATF/KIT/IL15/CXCL8/ADORA2B/PLSCR1",10
"GO:0045058","T cell selection","5/193","53/18870",0.000204783309651503,0.00648697473276468,0.00524111152028705,"CD74/CCR7/BATF/IL15/SOCS3",5
"GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","4/193","29/18870",0.000206217329266405,0.00648697473276468,0.00524111152028705,"BIRC3/NFKBIA/RIPK2/TNFAIP3",4
"GO:0097530","granulocyte migration","8/193","156/18870",0.000206764487618707,0.00648697473276468,0.00524111152028705,"CD74/CXCL2/CCL1/TNFAIP6/CXCL6/CCR7/CXCL8/PDE4B",8
"GO:0045089","positive regulation of innate immune response","12/193","343/18870",0.000223593067500677,0.00694480067657103,0.00561100918864857,"BIRC3/TNIP3/NFKBIA/RIPK2/IFIH1/TNFAIP3/RSAD2/DDX60/NLRC5/TNIP1/AIM2/PLSCR1",12
"GO:0032607","interferon-alpha production","4/193","30/18870",0.000236050421872836,0.00714532325735534,0.00577302018013866,"RIPK2/IFIH1/STAT1/IL10",4
"GO:0032647","regulation of interferon-alpha production","4/193","30/18870",0.000236050421872836,0.00714532325735534,0.00577302018013866,"RIPK2/IFIH1/STAT1/IL10",4
"GO:0045069","regulation of viral genome replication","6/193","85/18870",0.000236950513685641,0.00714532325735534,0.00577302018013866,"IFIH1/RSAD2/TNIP1/IFIT5/CXCL8/PLSCR1",6
"GO:2001233","regulation of apoptotic signaling pathway","13/193","398/18870",0.000240133096577639,0.00717166728817448,0.00579430467855355,"CFLAR/CD74/CD44/TRAF1/TNFAIP3/BCL2L14/INHBA/MDM2/IL10/ADCY10/RTKN2/PTPN1/MIR132",13
"GO:0045071","negative regulation of viral genome replication","5/193","55/18870",0.000244182082799756,0.00722313856358137,0.00583589058039719,"IFIH1/RSAD2/TNIP1/IFIT5/PLSCR1",5
"GO:0001541","ovarian follicle development","5/193","56/18870",0.000265917710508076,0.00779189064941589,0.0062954103460899,"INHBA/TNFAIP6/KIT/NPPC/IMMP2L",5
"GO:0032088","negative regulation of NF-kappaB transcription factor activity","6/193","87/18870",0.000269013812571347,0.00780894300791218,0.00630918769473774,"NFKBIA/TNFAIP3/IL10/NLRC5/NLRP12/AIM2",6
"GO:0038066","p38MAPK cascade","5/193","57/18870",0.000289091407770066,0.00828863146729071,0.00669674904870744,"MAP3K20/DUSP1/ZFP36/DUSP10/NCF1",5
"GO:0051090","regulation of DNA-binding transcription factor activity","13/193","406/18870",0.000290875991608077,0.00828863146729071,0.00669674904870744,"CFLAR/TRAF1/KEAP1/NFKBIA/RIPK2/TNFAIP3/BEX1/IL10/NLRC5/NLRP12/KIT/AIM2/RTKN2",13
"GO:0002819","regulation of adaptive immune response","9/193","208/18870",0.000298525163490799,0.0084292650709311,0.00681037310777095,"RIPK2/TNFAIP3/CD80/RSAD2/IL10/DUSP10/BATF/IL7R/IL27",9
"GO:0002758","innate immune response-activating signaling pathway","10/193","255/18870",0.000305695244513478,0.0085539588239537,0.00691111866211598,"BIRC3/TNIP3/NFKBIA/RIPK2/IFIH1/TNFAIP3/RSAD2/DDX60/TNIP1/AIM2",10
"GO:0002688","regulation of leukocyte chemotaxis","7/193","126/18870",0.000318072543163659,0.00882083320594933,0.0071267381851707,"CD74/CCL1/DUSP1/TNFAIP6/TNFSF14/CCR7/CXCL8",7
"GO:0042994","cytoplasmic sequestering of transcription factor","3/193","14/18870",0.000352868490341185,0.00969919938937807,0.00783640876547169,"KEAP1/NFKBIA/IL10",3
"GO:0032612","interleukin-1 production","7/193","130/18870",0.000384575447440258,0.0101841653260069,0.00822823402487562,"RIPK2/TNFAIP3/CCR7/IL10/NLRP12/AIM2/MIR132",7
