iteration	n_valid	median_rho	prop_gt_0.3	prop_gt_0.4	prop_gt_0.5	prop_gt_0.6	prop_gt_0.7
21	317	0.138812602500835	0.410094637223975	0.38801261829653	0.287066246056782	0.271293375394322	0.236593059936909
22	296	0.0669872981077806	0.39527027027027	0.371621621621622	0.253378378378378	0.243243243243243	0.199324324324324
23	294	0.0954573307044082	0.41156462585034	0.391156462585034	0.238095238095238	0.224489795918367	0.197278911564626
24	312	0	0.403846153846154	0.362179487179487	0.25	0.240384615384615	0.208333333333333
25	301	0.214285714285714	0.448504983388704	0.418604651162791	0.252491694352159	0.239202657807309	0.196013289036545
26	291	0.2	0.439862542955327	0.395189003436426	0.274914089347079	0.240549828178694	0.206185567010309
27	300	0.0492569003899438	0.423333333333333	0.403333333333333	0.27	0.253333333333333	0.23
28	288	0	0.368055555555556	0.329861111111111	0.222222222222222	0.204861111111111	0.180555555555556
29	291	0	0.384879725085911	0.353951890034364	0.230240549828179	0.192439862542955	0.171821305841924
30	319	0	0.326018808777429	0.294670846394984	0.197492163009404	0.175548589341693	0.15987460815047
31	290	0.0669872981077806	0.379310344827586	0.358620689655172	0.251724137931035	0.237931034482759	0.213793103448276
32	284	0.0565747111773971	0.404929577464789	0.359154929577465	0.232394366197183	0.21830985915493	0.169014084507042
33	293	0.122706230695671	0.412969283276451	0.382252559726962	0.228668941979522	0.215017064846416	0.187713310580205
34	311	0.137298334620742	0.414790996784566	0.369774919614148	0.254019292604502	0.237942122186495	0.202572347266881
35	322	0.183012701892219	0.422360248447205	0.385093167701863	0.263975155279503	0.257763975155279	0.22360248447205
36	297	0.183012701892219	0.424242424242424	0.383838383838384	0.276094276094276	0.249158249158249	0.218855218855219
37	311	0.0555555555555555	0.395498392282958	0.363344051446945	0.254019292604502	0.237942122186495	0.221864951768489
38	279	0	0.354838709677419	0.326164874551971	0.225806451612903	0.204301075268817	0.186379928315412
39	318	0.0222717701593687	0.389937106918239	0.367924528301887	0.238993710691824	0.20440251572327	0.176100628930818
40	306	0.106887218098411	0.395424836601307	0.359477124183007	0.222222222222222	0.19281045751634	0.166666666666667
41	315	0.0330127018922193	0.380952380952381	0.358730158730159	0.257142857142857	0.241269841269841	0.20952380952381
42	289	0	0.418685121107266	0.370242214532872	0.262975778546713	0.249134948096886	0.204152249134948
43	294	0.0669013042929434	0.404761904761905	0.36734693877551	0.275510204081633	0.26530612244898	0.238095238095238
44	309	0.0330127018922193	0.388349514563107	0.359223300970874	0.236245954692557	0.220064724919094	0.197411003236246
45	273	0.0669872981077806	0.399267399267399	0.355311355311355	0.245421245421245	0.21978021978022	0.194139194139194
46	305	0.2	0.429508196721311	0.40655737704918	0.255737704918033	0.245901639344262	0.216393442622951
47	276	0.0480098280798587	0.394927536231884	0.365942028985507	0.239130434782609	0.228260869565217	0.199275362318841
48	292	0.0470167874012553	0.345890410958904	0.321917808219178	0.208904109589041	0.188356164383562	0.174657534246575
49	294	0.163756920791489	0.445578231292517	0.428571428571429	0.292517006802721	0.27891156462585	0.258503401360544
50	320	0.0524113238697051	0.38125	0.35625	0.24375	0.2375	0.2
51	277	0	0.36101083032491	0.32129963898917	0.205776173285199	0.194945848375451	0.169675090252708
52	287	0.0186712562962508	0.400696864111498	0.365853658536585	0.24390243902439	0.226480836236934	0.212543554006969
53	292	0.230409255338946	0.462328767123288	0.431506849315069	0.26027397260274	0.23972602739726	0.219178082191781
54	293	0.105409255338946	0.395904436860068	0.36518771331058	0.255972696245734	0.242320819112628	0.215017064846416
55	300	0.189720636660395	0.43	0.41	0.283333333333333	0.276666666666667	0.236666666666667
56	298	0.0908716226100562	0.399328859060403	0.348993288590604	0.241610738255034	0.221476510067114	0.204697986577181
57	297	0.0681818181818182	0.393939393939394	0.37037037037037	0.228956228956229	0.202020202020202	0.181818181818182
58	294	0	0.329931972789116	0.302721088435374	0.200680272108844	0.197278911564626	0.170068027210884
59	306	0	0.352941176470588	0.326797385620915	0.218954248366013	0.212418300653595	0.173202614379085
60	290	0.123720978077449	0.427586206896552	0.389655172413793	0.255172413793103	0.23448275862069	0.213793103448276
61	295	0	0.376271186440678	0.355932203389831	0.24406779661017	0.230508474576271	0.210169491525424
62	301	0	0.385382059800665	0.372093023255814	0.252491694352159	0.235880398671096	0.212624584717608
63	294	0.100765559348045	0.408163265306122	0.387755102040816	0.261904761904762	0.244897959183673	0.224489795918367
64	314	0	0.369426751592357	0.337579617834395	0.232484076433121	0.197452229299363	0.168789808917197
65	298	0.111906388245185	0.422818791946309	0.406040268456376	0.275167785234899	0.26510067114094	0.214765100671141
66	304	0	0.381578947368421	0.358552631578947	0.263157894736842	0.240131578947368	0.213815789473684
67	327	0.0178571428571428	0.385321100917431	0.357798165137615	0.241590214067278	0.229357798165138	0.198776758409786
68	297	0.2	0.420875420875421	0.397306397306397	0.2996632996633	0.265993265993266	0.232323232323232
69	306	0	0.392156862745098	0.352941176470588	0.245098039215686	0.222222222222222	0.186274509803922
70	294	0.0636313486024301	0.414965986394558	0.377551020408163	0.285714285714286	0.272108843537415	0.238095238095238
71	306	0.0861982767233633	0.42483660130719	0.401960784313726	0.313725490196078	0.284313725490196	0.228758169934641
72	273	0.0374574785652649	0.421245421245421	0.380952380952381	0.271062271062271	0.252747252747253	0.216117216117216
73	276	0.207471327954912	0.449275362318841	0.423913043478261	0.322463768115942	0.293478260869565	0.235507246376812
74	314	0	0.356687898089172	0.340764331210191	0.235668789808917	0.226114649681529	0.194267515923567
75	304	0.125902837784626	0.421052631578947	0.378289473684211	0.236842105263158	0.223684210526316	0.190789473684211
76	287	0.198206241793023	0.421602787456446	0.418118466898955	0.303135888501742	0.278745644599303	0.229965156794425
77	308	0.0990327099607918	0.392857142857143	0.366883116883117	0.26948051948052	0.253246753246753	0.198051948051948
78	292	0.130490376393284	0.417808219178082	0.38013698630137	0.291095890410959	0.27054794520548	0.246575342465753
79	294	0.2	0.445578231292517	0.408163265306122	0.295918367346939	0.27891156462585	0.251700680272109
80	317	0.183012701892219	0.416403785488959	0.375394321766562	0.274447949526814	0.261829652996845	0.22397476340694
81	282	0.205047802724853	0.450354609929078	0.421985815602837	0.283687943262411	0.269503546099291	0.234042553191489
82	296	0.130002282658206	0.391891891891892	0.364864864864865	0.222972972972973	0.192567567567568	0.179054054054054
83	302	0.0451289537951075	0.374172185430464	0.33112582781457	0.235099337748344	0.221854304635762	0.205298013245033
84	293	0	0.361774744027304	0.337883959044369	0.215017064846416	0.204778156996587	0.187713310580205
85	299	0.179857745453082	0.454849498327759	0.421404682274248	0.264214046822743	0.244147157190635	0.217391304347826
86	290	0.19150635094611	0.455172413793104	0.417241379310345	0.317241379310345	0.296551724137931	0.241379310344828
87	274	0.112464596743263	0.408759124087591	0.397810218978102	0.266423357664234	0.255474452554745	0.218978102189781
88	328	0.147460207934281	0.405487804878049	0.384146341463415	0.26219512195122	0.237804878048781	0.198170731707317
89	274	0.13545027756321	0.434306569343066	0.405109489051095	0.288321167883212	0.277372262773723	0.222627737226277
90	314	0.123515899951899	0.420382165605096	0.353503184713376	0.254777070063694	0.24203821656051	0.219745222929936
91	299	0	0.357859531772575	0.321070234113712	0.210702341137124	0.20066889632107	0.177257525083612
92	278	0.0514861992201124	0.402877697841727	0.381294964028777	0.262589928057554	0.241007194244604	0.219424460431655
93	292	0.127293769304329	0.438356164383562	0.414383561643836	0.26027397260274	0.229452054794521	0.219178082191781
94	304	0.142008893884199	0.414473684210526	0.388157894736842	0.259868421052632	0.240131578947368	0.194078947368421
95	306	0.202062072615966	0.450980392156863	0.418300653594771	0.297385620915033	0.274509803921569	0.261437908496732
96	291	0	0.384879725085911	0.34020618556701	0.233676975945017	0.219931271477663	0.189003436426117
97	303	0.0669872981077806	0.382838283828383	0.343234323432343	0.234323432343234	0.204620462046205	0.184818481848185
98	309	0.158248290463863	0.41747572815534	0.375404530744337	0.258899676375405	0.229773462783172	0.203883495145631
99	293	0.0669872981077806	0.406143344709898	0.372013651877133	0.26962457337884	0.245733788395904	0.228668941979522
100	283	0.204124145231932	0.452296819787986	0.42756183745583	0.27208480565371	0.254416961130742	0.212014134275618
101	280	0.0351009456467402	0.353571428571429	0.325	0.217857142857143	0.192857142857143	0.175
102	281	0.133630620956212	0.409252669039146	0.373665480427046	0.270462633451957	0.249110320284698	0.195729537366548
103	299	0.0979379273840343	0.411371237458194	0.384615384615385	0.280936454849498	0.260869565217391	0.230769230769231
104	305	0.183012701892219	0.426229508196721	0.4	0.265573770491803	0.239344262295082	0.20655737704918
105	296	0	0.378378378378378	0.35472972972973	0.239864864864865	0.233108108108108	0.195945945945946
106	288	0.0474112830911091	0.388888888888889	0.364583333333333	0.225694444444444	0.208333333333333	0.173611111111111
107	290	0	0.379310344827586	0.351724137931035	0.23448275862069	0.220689655172414	0.186206896551724
108	274	0.211324073555986	0.45985401459854	0.430656934306569	0.328467153284672	0.306569343065693	0.266423357664234
109	298	0.0593687173877802	0.39261744966443	0.36241610738255	0.25503355704698	0.24496644295302	0.208053691275168
110	310	0.183012701892219	0.432258064516129	0.403225806451613	0.280645161290323	0.261290322580645	0.229032258064516
111	282	0.027751905643393	0.382978723404255	0.343971631205674	0.25177304964539	0.24113475177305	0.212765957446809
112	295	0.25	0.420338983050847	0.406779661016949	0.261016949152542	0.240677966101695	0.196610169491525
113	285	0	0.378947368421053	0.354385964912281	0.231578947368421	0.217543859649123	0.196491228070175
114	288	0.0022937693043289	0.402777777777778	0.375	0.25	0.239583333333333	0.211805555555556
115	300	0.154548519124265	0.436666666666667	0.36	0.226666666666667	0.216666666666667	0.183333333333333
116	275	0	0.370909090909091	0.349090909090909	0.232727272727273	0.218181818181818	0.181818181818182
117	309	0.0844945445768016	0.394822006472492	0.375404530744337	0.262135922330097	0.249190938511327	0.220064724919094
118	295	0.138641149203157	0.410169491525424	0.396610169491525	0.271186440677966	0.254237288135593	0.227118644067797
119	302	0	0.377483443708609	0.367549668874172	0.258278145695364	0.241721854304636	0.218543046357616
120	287	0	0.379790940766551	0.355400696864112	0.24390243902439	0.226480836236934	0.184668989547038
121	287	0.25	0.484320557491289	0.452961672473868	0.313588850174216	0.29616724738676	0.250871080139373
122	291	0	0.374570446735395	0.360824742268041	0.237113402061856	0.230240549828179	0.199312714776632
123	302	0	0.321192052980132	0.281456953642384	0.201986754966887	0.19205298013245	0.172185430463576
124	273	0.05	0.402930402930403	0.366300366300366	0.21978021978022	0.212454212454212	0.194139194139194
125	304	0	0.394736842105263	0.358552631578947	0.259868421052632	0.240131578947368	0.197368421052632
126	289	0.0669872981077806	0.394463667820069	0.356401384083045	0.224913494809689	0.211072664359862	0.200692041522491
127	301	0	0.372093023255814	0.355481727574751	0.252491694352159	0.232558139534884	0.199335548172757
128	291	0.109715780937078	0.415807560137457	0.378006872852234	0.243986254295533	0.230240549828179	0.195876288659794
129	292	0	0.393835616438356	0.366438356164384	0.212328767123288	0.191780821917808	0.167808219178082
130	286	0	0.412587412587413	0.377622377622378	0.230769230769231	0.202797202797203	0.185314685314685
131	285	0	0.410526315789474	0.392982456140351	0.273684210526316	0.266666666666667	0.235087719298246
132	298	0	0.375838926174497	0.348993288590604	0.218120805369128	0.204697986577181	0.177852348993289
133	278	0.0478571836357388	0.381294964028777	0.345323741007194	0.223021582733813	0.20863309352518	0.172661870503597
134	300	0.174499918328411	0.426666666666667	0.39	0.26	0.24	0.223333333333333
135	301	0	0.375415282392027	0.332225913621262	0.205980066445183	0.18936877076412	0.162790697674419
136	288	0	0.340277777777778	0.305555555555556	0.194444444444444	0.180555555555556	0.173611111111111
137	301	0	0.372093023255814	0.322259136212625	0.225913621262459	0.215946843853821	0.186046511627907
138	283	0.204124145231932	0.434628975265018	0.399293286219081	0.257950530035336	0.240282685512367	0.204946996466431
139	302	0	0.364238410596026	0.344370860927152	0.241721854304636	0.225165562913907	0.21523178807947
140	295	0	0.416949152542373	0.366101694915254	0.230508474576271	0.223728813559322	0.183050847457627
141	297	0.183012701892219	0.427609427609428	0.393939393939394	0.296296296296296	0.276094276094276	0.235690235690236
142	295	0.0890870806374748	0.406779661016949	0.389830508474576	0.277966101694915	0.250847457627119	0.223728813559322
143	297	0.0357142857142857	0.400673400673401	0.37037037037037	0.232323232323232	0.225589225589226	0.202020202020202
144	279	0.0924500327042049	0.422939068100358	0.39426523297491	0.261648745519713	0.232974910394265	0.211469534050179
145	281	0.131881307912987	0.430604982206406	0.405693950177936	0.284697508896797	0.277580071174377	0.220640569395018
146	305	0.0280484097002537	0.413114754098361	0.383606557377049	0.272131147540984	0.249180327868852	0.20655737704918
147	290	0.0283361393234963	0.396551724137931	0.344827586206897	0.231034482758621	0.220689655172414	0.186206896551724
148	297	0.0330127018922193	0.383838383838384	0.363636363636364	0.265993265993266	0.249158249158249	0.222222222222222
149	279	0.0833333333333333	0.401433691756272	0.376344086021505	0.258064516129032	0.240143369175627	0.200716845878136
150	279	0.0413289471330376	0.383512544802867	0.340501792114695	0.218637992831541	0.21505376344086	0.17921146953405
151	300	0	0.386666666666667	0.36	0.236666666666667	0.22	0.193333333333333
152	297	0.133184689521894	0.410774410774411	0.37037037037037	0.259259259259259	0.259259259259259	0.242424242424242
153	315	0	0.346031746031746	0.314285714285714	0.2	0.187301587301587	0.158730158730159
154	278	0.177618633854636	0.413669064748201	0.39568345323741	0.29136690647482	0.276978417266187	0.241007194244604
155	307	0.129099444873581	0.42671009771987	0.390879478827362	0.267100977198697	0.247557003257329	0.208469055374593
156	292	0.104526420811462	0.431506849315069	0.410958904109589	0.277397260273973	0.26027397260274	0.232876712328767
157	309	0.0179120473744154	0.385113268608414	0.368932038834951	0.242718446601942	0.220064724919094	0.210355987055016
158	299	0	0.361204013377926	0.337792642140468	0.220735785953177	0.210702341137124	0.17056856187291
159	323	0	0.390092879256966	0.359133126934985	0.25077399380805	0.241486068111455	0.204334365325077
160	283	0.0892857142857143	0.409893992932862	0.378091872791519	0.247349823321555	0.240282685512367	0.204946996466431
161	281	0	0.398576512455516	0.373665480427046	0.249110320284698	0.238434163701068	0.209964412811388
162	296	0	0.361486486486487	0.317567567567568	0.209459459459459	0.199324324324324	0.185810810810811
163	299	0.211538461538462	0.451505016722408	0.424749163879599	0.267558528428094	0.240802675585284	0.204013377926421
164	282	0.210818510677892	0.436170212765957	0.404255319148936	0.265957446808511	0.24822695035461	0.223404255319149
165	284	0.238917236512046	0.457746478873239	0.447183098591549	0.334507042253521	0.292253521126761	0.267605633802817
166	313	0.0669872981077806	0.424920127795527	0.39297124600639	0.274760383386582	0.252396166134185	0.226837060702875
167	297	0	0.346801346801347	0.333333333333333	0.215488215488215	0.205387205387205	0.168350168350168
168	284	0	0.369718309859155	0.334507042253521	0.225352112676056	0.214788732394366	0.179577464788732
169	288	0.0598629145582784	0.392361111111111	0.371527777777778	0.253472222222222	0.236111111111111	0.222222222222222
170	294	0	0.363945578231293	0.32312925170068	0.224489795918367	0.207482993197279	0.183673469387755
171	291	0	0.350515463917526	0.333333333333333	0.233676975945017	0.219931271477663	0.199312714776632
172	281	0.0825265386741911	0.405693950177936	0.370106761565836	0.270462633451957	0.259786476868327	0.224199288256228
173	269	0	0.379182156133829	0.349442379182156	0.234200743494424	0.215613382899628	0.193308550185874
174	281	0.0669872981077806	0.405693950177936	0.377224199288256	0.270462633451957	0.249110320284698	0.220640569395018
175	291	0.0920093422623222	0.422680412371134	0.36426116838488	0.243986254295533	0.223367697594502	0.209621993127148
176	306	0.138518686128807	0.418300653594771	0.382352941176471	0.264705882352941	0.245098039215686	0.228758169934641
177	294	0.2	0.435374149659864	0.408163265306122	0.272108843537415	0.244897959183673	0.197278911564626
178	298	0.0669872981077806	0.399328859060403	0.36241610738255	0.275167785234899	0.268456375838926	0.24496644295302
179	324	0.142247916852612	0.429012345679012	0.404320987654321	0.240740740740741	0.237654320987654	0.200617283950617
180	282	0.175749582072106	0.397163120567376	0.372340425531915	0.265957446808511	0.23758865248227	0.202127659574468
181	321	0.105409255338946	0.392523364485981	0.367601246105919	0.218068535825545	0.208722741433022	0.199376947040498
182	302	0	0.354304635761589	0.324503311258278	0.218543046357616	0.205298013245033	0.182119205298013
183	302	0.224977297859236	0.437086092715232	0.400662251655629	0.254966887417219	0.241721854304636	0.231788079470199
184	302	0	0.370860927152318	0.350993377483444	0.218543046357616	0.208609271523179	0.178807947019868
185	302	0.0022937693043289	0.397350993377483	0.370860927152318	0.278145695364238	0.254966887417219	0.211920529801325
186	294	0	0.374149659863946	0.346938775510204	0.23469387755102	0.207482993197279	0.17687074829932
187	300	0.0695378048697295	0.406666666666667	0.38	0.266666666666667	0.246666666666667	0.206666666666667
188	273	0	0.388278388278388	0.336996336996337	0.216117216117216	0.197802197802198	0.161172161172161
189	274	0.109126984126984	0.412408759124088	0.394160583941606	0.288321167883212	0.27007299270073	0.237226277372263
190	300	0.19150635094611	0.41	0.383333333333333	0.253333333333333	0.233333333333333	0.213333333333333
191	284	0	0.408450704225352	0.359154929577465	0.274647887323944	0.246478873239437	0.22887323943662
192	295	0	0.305084745762712	0.284745762711864	0.2	0.179661016949153	0.16271186440678
193	307	0.202151297437563	0.433224755700326	0.416938110749186	0.270358306188925	0.257328990228013	0.218241042345277
194	327	0.0811121167728445	0.397553516819572	0.36085626911315	0.250764525993884	0.232415902140673	0.204892966360856
195	317	0.0669872981077806	0.359621451104101	0.337539432176656	0.220820189274448	0.20820189274448	0.170347003154574
196	311	0	0.392282958199357	0.360128617363344	0.260450160771704	0.234726688102894	0.205787781350482
197	284	0	0.345070422535211	0.309859154929577	0.200704225352113	0.190140845070423	0.169014084507042
198	298	0	0.38255033557047	0.365771812080537	0.24496644295302	0.231543624161074	0.201342281879195
199	303	0.147441956154897	0.412541254125413	0.382838283828383	0.280528052805281	0.260726072607261	0.231023102310231
200	288	0.00103103630798287	0.375	0.347222222222222	0.215277777777778	0.211805555555556	0.194444444444444
201	296	0	0.35472972972973	0.344594594594595	0.256756756756757	0.222972972972973	0.189189189189189
202	296	0.103735663977456	0.385135135135135	0.361486486486487	0.243243243243243	0.222972972972973	0.199324324324324
203	293	0	0.382252559726962	0.361774744027304	0.26962457337884	0.242320819112628	0.21160409556314
204	307	0.120900555126419	0.42671009771987	0.397394136807818	0.267100977198697	0.260586319218241	0.208469055374593
205	286	0	0.356643356643357	0.321678321678322	0.241258741258741	0.234265734265734	0.20979020979021
206	286	0.116725801271024	0.43006993006993	0.395104895104895	0.286713286713287	0.276223776223776	0.248251748251748
207	306	0	0.372549019607843	0.349673202614379	0.225490196078431	0.202614379084967	0.186274509803922
208	267	0.0478575772093559	0.389513108614232	0.363295880149813	0.265917602996255	0.235955056179775	0.217228464419476
209	306	0	0.359477124183007	0.323529411764706	0.209150326797386	0.196078431372549	0.163398692810458
210	306	0	0.34640522875817	0.336601307189543	0.235294117647059	0.222222222222222	0.19281045751634
211	299	0.166666666666667	0.408026755852843	0.381270903010033	0.220735785953177	0.204013377926421	0.173913043478261
212	296	0.129099444873581	0.398648648648649	0.361486486486487	0.202702702702703	0.185810810810811	0.158783783783784
213	268	0.00492569003899438	0.358208955223881	0.324626865671642	0.216417910447761	0.212686567164179	0.197761194029851
214	275	0	0.363636363636364	0.338181818181818	0.229090909090909	0.207272727272727	0.178181818181818
215	292	0	0.38013698630137	0.352739726027397	0.26027397260274	0.246575342465753	0.219178082191781
216	296	0.225221308230725	0.439189189189189	0.408783783783784	0.27027027027027	0.246621621621622	0.209459459459459
217	307	0	0.381107491856678	0.345276872964169	0.228013029315961	0.214983713355049	0.182410423452769
218	302	0.152696357771165	0.407284768211921	0.377483443708609	0.26158940397351	0.248344370860927	0.198675496688742
219	304	0	0.338815789473684	0.3125	0.213815789473684	0.200657894736842	0.157894736842105
220	306	0.101031036307983	0.398692810457516	0.372549019607843	0.225490196078431	0.218954248366013	0.205882352941176
221	303	0.0811121167728445	0.402640264026403	0.366336633663366	0.277227722772277	0.257425742574257	0.231023102310231
222	299	0	0.347826086956522	0.324414715719064	0.220735785953177	0.204013377926421	0.177257525083612
223	294	0.0563508326896292	0.421768707482993	0.384353741496599	0.244897959183673	0.22108843537415	0.197278911564626
224	286	0.00592361186909618	0.381118881118881	0.363636363636364	0.223776223776224	0.206293706293706	0.185314685314685
225	321	0.138675049056307	0.414330218068536	0.367601246105919	0.236760124610592	0.227414330218069	0.21183800623053
226	319	0.0561862178478972	0.391849529780564	0.369905956112853	0.244514106583072	0.231974921630094	0.219435736677116
227	302	0.116117869691634	0.397350993377483	0.364238410596026	0.268211920529801	0.248344370860927	0.198675496688742
228	282	0.104766700285439	0.397163120567376	0.375886524822695	0.25886524822695	0.24113475177305	0.212765957446809
229	296	0	0.375	0.35472972972973	0.233108108108108	0.216216216216216	0.199324324324324
230	290	0.183012701892219	0.417241379310345	0.375862068965517	0.241379310344828	0.220689655172414	0.189655172413793
231	300	0.046055073990714	0.4	0.363333333333333	0.25	0.23	0.206666666666667
232	277	0.081084018826956	0.397111913357401	0.389891696750903	0.227436823104693	0.216606498194946	0.176895306859206
233	304	0.100642555053507	0.388157894736842	0.378289473684211	0.269736842105263	0.240131578947368	0.213815789473684
234	305	0.0178571428571428	0.409836065573771	0.380327868852459	0.219672131147541	0.216393442622951	0.180327868852459
235	309	0.112701665379258	0.394822006472492	0.359223300970874	0.233009708737864	0.207119741100324	0.168284789644013
236	296	0	0.368243243243243	0.347972972972973	0.226351351351351	0.195945945945946	0.155405405405405
237	290	0.0669872981077806	0.389655172413793	0.36551724137931	0.23448275862069	0.220689655172414	0.2
238	285	0	0.378947368421053	0.354385964912281	0.231578947368421	0.228070175438597	0.196491228070175
239	277	0.111111111111111	0.415162454873646	0.382671480144404	0.28158844765343	0.252707581227437	0.205776173285199
240	282	0	0.358156028368794	0.333333333333333	0.234042553191489	0.219858156028369	0.191489361702128
241	311	0.0561862178478972	0.418006430868167	0.382636655948553	0.276527331189711	0.254019292604502	0.22508038585209
242	290	0	0.341379310344828	0.293103448275862	0.213793103448276	0.203448275862069	0.175862068965517
243	277	0.2	0.433212996389892	0.404332129963899	0.285198555956679	0.28158844765343	0.249097472924188
244	286	0.183012701892219	0.447552447552448	0.423076923076923	0.283216783216783	0.251748251748252	0.22027972027972
245	276	0	0.384057971014493	0.351449275362319	0.25	0.239130434782609	0.213768115942029
246	294	0.117032540746257	0.387755102040816	0.353741496598639	0.238095238095238	0.22108843537415	0.180272108843537
247	284	0.0972481679882104	0.411971830985916	0.383802816901408	0.267605633802817	0.257042253521127	0.207746478873239
248	283	0	0.3886925795053	0.356890459363958	0.250883392226148	0.243816254416961	0.204946996466431
249	313	0.183012701892219	0.399361022364217	0.364217252396166	0.230031948881789	0.217252396166134	0.178913738019169
250	283	0.1	0.395759717314488	0.353356890459364	0.243816254416961	0.229681978798587	0.197879858657244
251	286	0	0.384615384615385	0.36013986013986	0.241258741258741	0.227272727272727	0.20979020979021
252	258	0.0890870806374748	0.414728682170543	0.403100775193798	0.27906976744186	0.263565891472868	0.24031007751938
253	270	0.122883055770124	0.403703703703704	0.355555555555556	0.251851851851852	0.244444444444444	0.196296296296296
254	299	0	0.381270903010033	0.341137123745819	0.204013377926421	0.190635451505017	0.163879598662207
255	287	0.0979379273840343	0.379790940766551	0.337979094076655	0.222996515679443	0.212543554006969	0.184668989547038
256	299	0.0879208719419911	0.374581939799331	0.354515050167224	0.250836120401338	0.230769230769231	0.204013377926421
257	290	0.205047802724853	0.43448275862069	0.4	0.258620689655172	0.237931034482759	0.206896551724138
258	304	0.174503147324912	0.434210526315789	0.401315789473684	0.253289473684211	0.236842105263158	0.194078947368421
259	291	0	0.391752577319588	0.36426116838488	0.292096219931272	0.271477663230241	0.22680412371134
260	284	0.102704627669473	0.408450704225352	0.366197183098592	0.27112676056338	0.257042253521127	0.235915492957746
261	281	0	0.387900355871886	0.373665480427046	0.256227758007117	0.238434163701068	0.192170818505338
262	282	0.0648667369730972	0.400709219858156	0.386524822695035	0.25531914893617	0.24113475177305	0.216312056737589
263	296	0.183012701892219	0.412162162162162	0.378378378378378	0.239864864864865	0.222972972972973	0.172297297297297
264	320	0.0891730744523121	0.415625	0.38125	0.26875	0.25625	0.234375
265	262	0	0.393129770992366	0.358778625954198	0.248091603053435	0.244274809160305	0.217557251908397
266	296	0	0.35472972972973	0.337837837837838	0.219594594594595	0.202702702702703	0.195945945945946
267	290	0	0.382758620689655	0.355172413793103	0.244827586206897	0.23448275862069	0.182758620689655
268	300	0	0.35	0.326666666666667	0.223333333333333	0.196666666666667	0.176666666666667
269	285	0	0.403508771929825	0.375438596491228	0.266666666666667	0.252631578947368	0.210526315789474
270	291	0.105409255338946	0.40893470790378	0.391752577319588	0.288659793814433	0.268041237113402	0.230240549828179
271	310	0.174558324380267	0.42258064516129	0.4	0.267741935483871	0.258064516129032	0.22258064516129
272	302	0.228093108923949	0.433774834437086	0.394039735099338	0.288079470198676	0.274834437086093	0.248344370860927
273	305	0	0.367213114754098	0.334426229508197	0.226229508196721	0.216393442622951	0.2
274	307	5.55111512312578e-17	0.397394136807818	0.358306188925081	0.237785016286645	0.231270358306189	0.198697068403909
275	287	0.193813782152103	0.449477351916376	0.418118466898955	0.282229965156794	0.257839721254355	0.229965156794425
276	283	0	0.363957597173145	0.328621908127209	0.243816254416961	0.219081272084806	0.197879858657244
277	292	0.116801110252839	0.404109589041096	0.363013698630137	0.232876712328767	0.219178082191781	0.188356164383562
278	292	0	0.366438356164384	0.352739726027397	0.26027397260274	0.246575342465753	0.219178082191781
279	289	0.105409255338946	0.401384083044983	0.380622837370242	0.273356401384083	0.256055363321799	0.217993079584775
