"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007159","leukocyte cell-cell adhesion","64/738","419/18870",4.60885667545371e-21,2.11923609676771e-18,1.54363620708976e-18,"MAD1L1/ALOX5/CD6/CD74/CD44/ROCK1/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/JAK3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/CCR7/IDO1/IL2RA/IL6/IL10/LRRC32/SLC39A8/ABL2/DUSP10/NFKBIZ/TNIP1/RUNX1/S100A9/ZC3H12A/IL15/CASP3/B2M/IL7R/RELA/PTPN2/EXT1/LILRB4/SEMA4D/ZP3/CD55/CD47/ADA/SRC/PELI1/MTOR/TNF/LYN",64
"GO:0002764","immune response-regulating signaling pathway","69/738","500/18870",4.04050281728182e-20,1.70307193748429e-17,1.24050525091986e-17,"CD38/BIRC3/TNIP3/EIF2AK2/IFI35/PSEN1/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/RIPK2/LILRB1/NOD1/RIGI/LIPA/DHX58/NFKB1/MAPK10/BIRC2/SLC15A3/BTN3A3/PDE4D/IFIH1/GBP1/TNFAIP3/TRIM25/FFAR2/CCR7/TICAM1/NECTIN2/RFTN1/NINJ1/IRAK2/RSAD2/OASL/USP15/MYO1G/TLR2/DDX60/CASP1/NFKBIZ/TNIP1/PTPRJ/EPG5/GBP5/PIK3AP1/KIT/VAV2/GBP2/AIM2/ZC3H12A/CLEC4E/RELA/GCSAM/PTPN2/PDE4B/LILRB4/PLSCR1/CD47/ADA/SRC/PELI1/CLEC6A/TRGC1/TRGC2/TNF/LYN",69
"GO:0031349","positive regulation of defense response","67/738","480/18870",7.84460991147931e-20,3.05215668709711e-17,2.2231688008241e-17,"BIRC3/TNIP3/EIF2AK2/IFI35/PTGS2/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/ABCC1/RIPK2/NOD1/RIGI/CCL1/DHX58/BIRC2/SLC15A3/IFIH1/TNFAIP3/TRIM25/OPTN/ZNFX1/ZBP1/EREG/IL1B/FFAR2/CCR7/TICAM1/NECTIN2/IDO1/RFTN1/NINJ1/TRIM5/IRAK2/RSAD2/OASL/USP15/IL6/TLR2/DDX60/CASP1/PARP9/NLRC5/NLRP12/NFKBIZ/TNIP1/EPG5/GBP5/PIK3AP1/GBP2/S100A9/AIM2/IL15/CLEC4E/ADORA2B/RELA/PLSCR1/ZP3/CD47/CASP4/SRC/PELI1/CLEC6A/TNF/LYN",67
"GO:0002757","immune response-activating signaling pathway","66/738","473/18870",1.53206109855075e-19,5.53511788319264e-17,4.03173973302829e-17,"CD38/BIRC3/TNIP3/EIF2AK2/IFI35/PSEN1/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/RIPK2/NOD1/RIGI/LIPA/DHX58/NFKB1/BIRC2/SLC15A3/BTN3A3/PDE4D/IFIH1/GBP1/TNFAIP3/TRIM25/FFAR2/CCR7/TICAM1/NECTIN2/RFTN1/NINJ1/IRAK2/RSAD2/OASL/USP15/MYO1G/TLR2/DDX60/CASP1/NFKBIZ/TNIP1/PTPRJ/EPG5/GBP5/PIK3AP1/VAV2/GBP2/AIM2/ZC3H12A/CLEC4E/RELA/GCSAM/PTPN2/PDE4B/LILRB4/PLSCR1/CD47/ADA/SRC/PELI1/CLEC6A/TRGC1/TRGC2/TNF/LYN",66
"GO:0050863","regulation of T cell activation","58/738","381/18870",4.15195021634159e-19,1.40003761295038e-16,1.01977724611899e-16,"MAD1L1/CD6/CD74/TNFRSF1B/TNFRSF9/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/JAK3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/CCR7/IDO1/IL2RA/IL6/IL10/LRRC32/ABL2/DUSP10/NFKBIZ/BATF/RUNX1/ZC3H12A/IL15/CASP3/B2M/IL7R/PTPN2/LILRB4/ZP3/CD55/CD47/ADA/SRC/IL27/PELI1/MTOR/LYN",58
"GO:1903037","regulation of leukocyte cell-cell adhesion","58/738","382/18870",4.7190420547196e-19,1.45829859523859e-16,1.06221412318892e-16,"MAD1L1/ALOX5/CD6/CD74/CD44/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/JAK3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/CCR7/IDO1/IL2RA/IL6/IL10/LRRC32/ABL2/DUSP10/NFKBIZ/RUNX1/ZC3H12A/IL15/CASP3/B2M/IL7R/RELA/PTPN2/LILRB4/ZP3/CD55/CD47/ADA/SRC/PELI1/MTOR/TNF/LYN",58
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","51/738","300/18870",4.90135945414314e-19,1.45829859523859e-16,1.06221412318892e-16,"CFLAR/ZMYND11/ATP2C1/CD74/BIRC3/TNIP3/CUL1/TRAF1/ROCK1/BCL3/TFRC/NFKB2/NFKBIA/CD40/PIM2/RIPK2/RELB/NOD1/NFKB1/BIRC2/IL1A/STAT1/TNFAIP3/TRIM25/TNFSF10/OPTN/IL1B/CCR7/TICAM1/APOL3/TRIM21/TRIM5/IRAK2/TANK/TLR2/CASP1/SLC39A8/NLRP12/PLK2/TNIP1/IFIT5/RHOC/SQSTM1/REL/ZC3H12A/RELA/LILRB4/LITAF/PELI1/CLEC6A/TNF",51
"GO:0022407","regulation of cell-cell adhesion","66/738","493/18870",1.3912313399564e-18,3.9093600652775e-16,2.84754952622656e-16,"MAD1L1/PLAUR/ALOX5/CD6/CD74/CD44/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/JAK3/MAP3K8/CCL2/CD83/VEGFA/BCL6/IL1A/EPB41L5/SLAMF1/FOXO3/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/CCR7/AFDN/IDO1/IL2RA/IL6/IL10/IL1RN/LRRC32/ABL2/DUSP10/NFKBIZ/RUNX1/JAK1/ZC3H12A/IL15/CASP3/B2M/IL7R/PKHD1/RELA/C1QTNF1/PTPN2/LILRB4/ZP3/CD55/CD47/ADA/SRC/PELI1/MTOR/TNF/LYN",66
"GO:0045785","positive regulation of cell adhesion","65/738","482/18870",1.76111323347445e-18,4.68826880784934e-16,3.41490100673716e-16,"POLDIP2/PLAUR/ALOX5/CD6/CD74/CD44/ROCK1/MAP4K4/TFRC/IL4R/EPB41L4B/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/MAP3K8/CCL2/CD83/VEGFA/BCL6/IL1A/EPB41L5/SLAMF1/FOXO3/CD274/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/CCR7/AFDN/IL2RA/IL6/IL10/CDH13/ABL2/DUSP10/NFKBIZ/PTPRJ/RUNX1/JAK1/IL15/B2M/IL7R/RELA/JUP/CSF1/LILRB4/TNFRSF18/ZP3/CD55/CD47/ADA/SRC/MTOR/TGM2/TNF/LYN/ITGB3",65
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","47/738","275/18870",9.92769134741285e-18,2.51071314176071e-15,1.82878524820763e-15,"ALOX5/CD6/CD74/CD44/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/CD80/IL1B/TNFSF9/CD70/TNFSF14/CCR7/IL2RA/IL6/ABL2/DUSP10/NFKBIZ/RUNX1/IL15/B2M/IL7R/RELA/LILRB4/ZP3/CD55/CD47/ADA/SRC/MTOR/TNF/LYN",47
"GO:0022409","positive regulation of cell-cell adhesion","51/738","322/18870",1.1164809281757e-17,2.65130386598659e-15,1.9311905123625e-15,"PLAUR/ALOX5/CD6/CD74/CD44/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/CD80/IL1B/TNFSF9/CD70/TNFSF14/CCR7/AFDN/IL2RA/IL6/IL10/ABL2/DUSP10/NFKBIZ/RUNX1/JAK1/IL15/B2M/IL7R/RELA/LILRB4/ZP3/CD55/CD47/ADA/SRC/MTOR/TNF/LYN",51
"GO:0002218","activation of innate immune response","47/738","276/18870",1.15319662023932e-17,2.65130386598659e-15,1.9311905123625e-15,"BIRC3/TNIP3/EIF2AK2/IFI35/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/RIPK2/NOD1/RIGI/DHX58/BIRC2/SLC15A3/IFIH1/TNFAIP3/TRIM25/ZNFX1/ZBP1/FFAR2/TICAM1/RFTN1/NINJ1/TRIM5/IRAK2/RSAD2/OASL/USP15/TLR2/DDX60/CASP1/NFKBIZ/TNIP1/EPG5/GBP5/PIK3AP1/GBP2/AIM2/CLEC4E/RELA/SRC/PELI1/CLEC6A/TNF/LYN",47
"GO:0070663","regulation of leukocyte proliferation","46/738","267/18870",1.61348234449727e-17,3.54825812976835e-15,2.58452549461806e-15,"MAD1L1/CD38/CD6/CD74/TNFRSF1B/TNFRSF9/TFRC/JAK2/CSF2RB/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/BCL6/IL1A/SLAMF1/TNFAIP3/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TICAM1/IDO1/IL2RA/IL6/IL10/LRRC32/KIT/IL15/CASP3/BCL2L1/CSF1/LILRB4/ZP3/CD55/ADA/IL27/PELI1/LYN/RASSF5",46
"GO:1903131","mononuclear cell differentiation","63/738","481/18870",2.63377381228835e-17,5.55067830939769e-15,4.04307383465317e-15,"CD74/HDAC9/TNFRSF9/KLF6/BCL3/IL4R/PSEN1/XBP1/TNFSF13B/RIPK2/IL7/RELB/IL4I1/LILRB1/JAK3/ITGB8/LIPA/CD83/VEGFA/BCL6/IL1A/SLAMF1/FOXO3/TMEM131L/CD80/INHBA/BATF3/RUNX2/IL1B/TNFSF9/CCR7/RSAD2/IL2RA/IL15RA/CTSL/IL6/IL10/STAT4/IRF8/DUSP10/NFKBIZ/PTPRJ/MERTK/BATF/MMP14/KIT/RUNX1/JAK1/ZC3H12A/IL15/CLEC4E/B2M/BATF2/STAT3/IL7R/PTPN2/CSF1/SOCS3/LILRB4/ADA/IL27/MTOR/LYN",63
"GO:0051251","positive regulation of lymphocyte activation","51/738","330/18870",3.23633791905028e-17,6.54775887782253e-15,4.769340091232e-15,"CD38/CD6/CD74/TP53BP1/TFRC/IL4R/JAK2/XBP1/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/CD80/IL1B/TNFSF9/CD70/TNFSF14/CCR7/TICAM1/IL2RA/IL15RA/IL6/IL10/ABL2/DUSP10/NFKBIZ/MMP14/RUNX1/IL15/B2M/IL7R/LILRB4/ZP3/CD55/CD47/ADA/SRC/PELI1/MTOR/LYN",51
"GO:0045089","positive regulation of innate immune response","52/738","343/18870",3.6375897020041e-17,7.07651104336029e-15,5.15447933482363e-15,"BIRC3/TNIP3/EIF2AK2/IFI35/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/RIPK2/NOD1/RIGI/DHX58/BIRC2/SLC15A3/IFIH1/TNFAIP3/TRIM25/ZNFX1/ZBP1/EREG/FFAR2/TICAM1/NECTIN2/RFTN1/NINJ1/TRIM5/IRAK2/RSAD2/OASL/USP15/TLR2/DDX60/CASP1/PARP9/NLRC5/NFKBIZ/TNIP1/EPG5/GBP5/PIK3AP1/GBP2/AIM2/CLEC4E/RELA/PLSCR1/SRC/PELI1/CLEC6A/TNF/LYN",52
"GO:0032944","regulation of mononuclear cell proliferation","43/738","242/18870",5.75674152269882e-17,1.07842957858558e-14,7.85520285748378e-15,"MAD1L1/CD38/CD6/CD74/TNFRSF1B/TNFRSF9/TFRC/JAK2/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/BCL6/IL1A/SLAMF1/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TICAM1/IDO1/IL2RA/IL6/IL10/LRRC32/IL15/CASP3/BCL2L1/CSF1/LILRB4/ZP3/CD55/ADA/IL27/PELI1/LYN/RASSF5",43
"GO:0050727","regulation of inflammatory response","58/738","425/18870",7.69537189935045e-17,1.35652779806679e-14,9.88085012431329e-15,"ALOX5/BIRC3/TNFRSF1B/SBNO2/IFI35/PTGS2/MGLL/JAK2/NFKBIA/MMP9/HCK/ACOD1/ABCC1/CCL1/NFKB1/IL10RA/BIRC2/BCL6/TNFAIP3/TNFAIP6/ZBP1/IL1B/FFAR2/CCR7/ZFP36/PSMA1/RHBDF2/IDO1/NINJ1/IL2RA/IL6/IL10/TLR2/CASP1/SLC39A8/NLRP12/DUSP10/NFKBIZ/PLK2/TNIP1/PIK3AP1/NCF1/S100A9/AIM2/IL15/STAT3/ADORA2B/RELA/PTPN2/SOCS3/USP18/ZP3/CD47/ADA/CASP4/SRC/TNF/LYN",58
"GO:0002758","innate immune response-activating signaling pathway","44/738","255/18870",7.77764059785232e-17,1.35652779806679e-14,9.88085012431329e-15,"BIRC3/TNIP3/EIF2AK2/IFI35/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/RIPK2/NOD1/RIGI/DHX58/BIRC2/SLC15A3/IFIH1/TNFAIP3/TRIM25/FFAR2/TICAM1/RFTN1/NINJ1/IRAK2/RSAD2/OASL/USP15/TLR2/DDX60/CASP1/NFKBIZ/TNIP1/EPG5/GBP5/PIK3AP1/GBP2/AIM2/CLEC4E/RELA/SRC/PELI1/CLEC6A/TNF/LYN",44
"GO:0002221","pattern recognition receptor signaling pathway","42/738","236/18870",1.25971853136489e-16,2.1238854438812e-14,1.54702275781653e-14,"BIRC3/TNIP3/EIF2AK2/IFI35/OAS1/IRAK3/NFKBIA/CD40/ACOD1/RIPK2/NOD1/RIGI/DHX58/BIRC2/SLC15A3/IFIH1/TNFAIP3/TRIM25/FFAR2/TICAM1/RFTN1/NINJ1/IRAK2/RSAD2/OASL/USP15/TLR2/DDX60/CASP1/NFKBIZ/TNIP1/EPG5/GBP5/PIK3AP1/GBP2/AIM2/CLEC4E/RELA/SRC/PELI1/TNF/LYN",42
"GO:0002696","positive regulation of leukocyte activation","54/738","380/18870",1.59250667260345e-16,2.59835443549299e-14,1.89262253110767e-14,"CD38/CD6/CD74/TP53BP1/TFRC/IL4R/JAK2/XBP1/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/CD80/IL1B/TNFSF9/CD70/TNFSF14/CCR7/TICAM1/NECTIN2/IL2RA/IL15RA/IL6/IL10/ABL2/DUSP10/NFKBIZ/MMP14/RUNX1/IL15/B2M/IL7R/ADORA2B/LILRB4/ZP3/CD55/CD47/ADA/SRC/PELI1/MTOR/TNF/LYN",54
"GO:0002833","positive regulation of response to biotic stimulus","53/738","369/18870",1.93016839200522e-16,3.05087241461326e-14,2.22223334605865e-14,"BIRC3/TNIP3/EIF2AK2/IFI35/OAS1/IRAK3/NFKBIA/CD40/HCK/ACOD1/RIPK2/NOD1/RIGI/DHX58/BIRC2/SLC15A3/IFIH1/TNFAIP3/CD274/TRIM25/ZNFX1/ZBP1/EREG/FFAR2/TICAM1/NECTIN2/RFTN1/NINJ1/TRIM5/IRAK2/RSAD2/OASL/USP15/TLR2/DDX60/CASP1/PARP9/NLRC5/NFKBIZ/TNIP1/EPG5/GBP5/PIK3AP1/GBP2/AIM2/CLEC4E/RELA/PLSCR1/SRC/PELI1/CLEC6A/TNF/LYN",53
"GO:0050870","positive regulation of T cell activation","43/738","251/18870",2.30893030818063e-16,3.53896045417503e-14,2.57775313512988e-14,"CD6/CD74/TFRC/IL4R/JAK2/XBP1/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/MAP3K8/CCL2/CD83/BCL6/IL1A/SLAMF1/FOXO3/CD274/CD80/IL1B/TNFSF9/CD70/TNFSF14/CCR7/IL2RA/IL6/ABL2/DUSP10/NFKBIZ/RUNX1/IL15/B2M/IL7R/LILRB4/ZP3/CD55/CD47/ADA/SRC/MTOR/LYN",43
"GO:0070661","leukocyte proliferation","51/738","350/18870",3.98062344562988e-16,5.92176276117527e-14,4.31336905873206e-14,"MAD1L1/CD38/CD6/CD74/TNFRSF1B/TNFRSF9/TFRC/P2RX7/JAK2/CSF2RB/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/LIPA/BCL6/IL1A/SLAMF1/TNFAIP3/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/TICAM1/IDO1/IL2RA/IL6/IL10/LRRC32/NFKBIZ/KIT/IL15/CASP3/IL7R/BCL2L1/CSF1/LILRB4/ZP3/CD55/ADA/IL27/PELI1/LYN/RASSF5",51
"GO:0032943","mononuclear cell proliferation","48/738","314/18870",4.42710048298474e-16,6.39779264083909e-14,4.66010577156288e-14,"MAD1L1/CD38/CD6/CD74/TNFRSF1B/TNFRSF9/TFRC/P2RX7/JAK2/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/LIPA/BCL6/IL1A/SLAMF1/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TNFSF14/TICAM1/IDO1/IL2RA/IL6/IL10/LRRC32/NFKBIZ/IL15/CASP3/IL7R/BCL2L1/CSF1/LILRB4/ZP3/CD55/ADA/IL27/PELI1/LYN/RASSF5",48
"GO:0034341","response to type II interferon","32/738","143/18870",6.3390664930641e-16,8.90638842275505e-14,6.48734875021179e-14,"NUB1/CD74/VIM/SP100/JAK2/CD40/HCK/ACOD1/CCL2/CCL1/CCL20/STAT1/KYNU/GBP3/GBP1/SHFL/GCH1/TRIM21/TLR2/CASP1/PARP9/NLRC5/IRF8/GBP5/JAK1/GBP2/GBP4/PARP14/PTPN2/CD47/TNF/CCL4",32
"GO:0050670","regulation of lymphocyte proliferation","41/738","238/18870",9.53402721778745e-16,1.29025888816117e-13,9.39815218947391e-14,"MAD1L1/CD38/CD6/CD74/TNFRSF1B/TNFRSF9/TFRC/JAK2/CD40/TNFSF13B/RIPK2/IL7/IL4I1/LILRB1/EBI3/BCL6/IL1A/SLAMF1/CD274/TMEM131L/CD80/SDC4/IL1B/TNFSF9/CD70/TICAM1/IDO1/IL2RA/IL6/IL10/LRRC32/IL15/CASP3/LILRB4/ZP3/CD55/ADA/IL27/PELI1/LYN/RASSF5",41
